=== NEAR-EMPTY CSV FILES (1-5 data rows only — likely 1-2 stray trades) ===
Total: 3,927
These files have very few data rows (1-5). Either the strike had almost no
trading activity, or the data is incomplete. Vendor should confirm or backfill.

Format: SYMBOL  STRIKE  OPT  EXPIRY  ROWS  FILEPATH
NIFTY   10950  CE   2020-12-24  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2020/2020-12-24/NIFTY_10950_CE_24_DEC_20.csv
NIFTY   11000  CE   2020-12-24  rows= 4  Backtesting Options Data/nifty 2014-2024 mid/2020/2020-12-24/NIFTY_11000_CE_24_DEC_20.csv
NIFTY   11200  CE   2020-12-24  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2020/2020-12-24/NIFTY_11200_CE_24_DEC_20.csv
NIFTY   11400  CE   2020-12-24  rows= 2  Backtesting Options Data/nifty 2014-2024 mid/2020/2020-12-24/NIFTY_11400_CE_24_DEC_20.csv
NIFTY   11600  CE   2020-12-24  rows= 4  Backtesting Options Data/nifty 2014-2024 mid/2020/2020-12-24/NIFTY_11600_CE_24_DEC_20.csv
NIFTY   11750  CE   2020-12-24  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2020/2020-12-24/NIFTY_11750_CE_24_DEC_20.csv
NIFTY   11800  CE   2020-12-24  rows= 5  Backtesting Options Data/nifty 2014-2024 mid/2020/2020-12-24/NIFTY_11800_CE_24_DEC_20.csv
NIFTY   14450  PE   2020-12-24  rows= 4  Backtesting Options Data/nifty 2014-2024 mid/2020/2020-12-24/NIFTY_14450_PE_24_DEC_20.csv
NIFTY   14700  PE   2020-12-24  rows= 4  Backtesting Options Data/nifty 2014-2024 mid/2020/2020-12-24/NIFTY_14700_PE_24_DEC_20.csv
NIFTY   14800  PE   2020-12-24  rows= 2  Backtesting Options Data/nifty 2014-2024 mid/2020/2020-12-24/NIFTY_14800_PE_24_DEC_20.csv
NIFTY   14900  PE   2020-12-24  rows= 2  Backtesting Options Data/nifty 2014-2024 mid/2020/2020-12-24/NIFTY_14900_PE_24_DEC_20.csv
NIFTY   14950  PE   2020-12-24  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2020/2020-12-24/NIFTY_14950_PE_24_DEC_20.csv
NIFTY   15100  PE   2020-12-24  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2020/2020-12-24/NIFTY_15100_PE_24_DEC_20.csv
NIFTY   15150  PE   2020-12-24  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2020/2020-12-24/NIFTY_15150_PE_24_DEC_20.csv
NIFTY   10750  PE   2020-12-31  rows= 3  Backtesting Options Data/nifty 2014-2024 mid/2020/2020-12-31/NIFTY_10750_PE_31_DEC_20.csv
NIFTY   10850  PE   2020-12-31  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2020/2020-12-31/NIFTY_10850_PE_31_DEC_20.csv
NIFTY   11650  CE   2020-12-31  rows= 4  Backtesting Options Data/nifty 2014-2024 mid/2020/2020-12-31/NIFTY_11650_CE_31_DEC_20.csv
NIFTY   11750  CE   2020-12-31  rows= 2  Backtesting Options Data/nifty 2014-2024 mid/2020/2020-12-31/NIFTY_11750_CE_31_DEC_20.csv
NIFTY   14750  PE   2020-12-31  rows= 4  Backtesting Options Data/nifty 2014-2024 mid/2020/2020-12-31/NIFTY_14750_PE_31_DEC_20.csv
NIFTY   15050  PE   2020-12-31  rows= 4  Backtesting Options Data/nifty 2014-2024 mid/2020/2020-12-31/NIFTY_15050_PE_31_DEC_20.csv
NIFTY   15250  PE   2020-12-31  rows= 4  Backtesting Options Data/nifty 2014-2024 mid/2020/2020-12-31/NIFTY_15250_PE_31_DEC_20.csv
NIFTY   15300  PE   2020-12-31  rows= 3  Backtesting Options Data/nifty 2014-2024 mid/2020/2020-12-31/NIFTY_15300_PE_31_DEC_20.csv
NIFTY   15450  CE   2020-12-31  rows= 3  Backtesting Options Data/nifty 2014-2024 mid/2020/2020-12-31/NIFTY_15450_CE_31_DEC_20.csv
NIFTY   15500  PE   2020-12-31  rows= 2  Backtesting Options Data/nifty 2014-2024 mid/2020/2020-12-31/NIFTY_15500_PE_31_DEC_20.csv
NIFTY    5500  PE   2020-12-31  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2020/2020-12-31/NIFTY_5500_PE_31_DEC_20.csv
NIFTY    6500  PE   2020-12-31  rows= 4  Backtesting Options Data/nifty 2014-2024 mid/2020/2020-12-31/NIFTY_6500_PE_31_DEC_20.csv
NIFTY    9200  PE   2020-12-31  rows= 4  Backtesting Options Data/nifty 2014-2024 mid/2020/2020-12-31/NIFTY_9200_PE_31_DEC_20.csv
NIFTY    9300  CE   2020-12-31  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2020/2020-12-31/NIFTY_9300_CE_31_DEC_20.csv
NIFTY    9600  CE   2020-12-31  rows= 4  Backtesting Options Data/nifty 2014-2024 mid/2020/2020-12-31/NIFTY_9600_CE_31_DEC_20.csv
NIFTY    9800  CE   2020-12-31  rows= 4  Backtesting Options Data/nifty 2014-2024 mid/2020/2020-12-31/NIFTY_9800_CE_31_DEC_20.csv
NIFTY   10600  CE   2021-01-07  rows= 4  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-01-07/NIFTY_10600_CE_07_JAN_21.csv
NIFTY   10700  CE   2021-01-07  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-01-07/NIFTY_10700_CE_07_JAN_21.csv
NIFTY   10800  CE   2021-01-07  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-01-07/NIFTY_10800_CE_07_JAN_21.csv
NIFTY   11000  CE   2021-01-07  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-01-07/NIFTY_11000_CE_07_JAN_21.csv
NIFTY   11250  PE   2021-01-07  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-01-07/NIFTY_11250_PE_07_JAN_21.csv
NIFTY   11300  CE   2021-01-07  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-01-07/NIFTY_11300_CE_07_JAN_21.csv
NIFTY   11350  PE   2021-01-07  rows= 3  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-01-07/NIFTY_11350_PE_07_JAN_21.csv
NIFTY   11500  CE   2021-01-07  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-01-07/NIFTY_11500_CE_07_JAN_21.csv
NIFTY   11600  CE   2021-01-07  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-01-07/NIFTY_11600_CE_07_JAN_21.csv
NIFTY   11800  CE   2021-01-07  rows= 4  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-01-07/NIFTY_11800_CE_07_JAN_21.csv
NIFTY   11900  CE   2021-01-07  rows= 4  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-01-07/NIFTY_11900_CE_07_JAN_21.csv
NIFTY   11950  CE   2021-01-07  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-01-07/NIFTY_11950_CE_07_JAN_21.csv
NIFTY   12050  CE   2021-01-07  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-01-07/NIFTY_12050_CE_07_JAN_21.csv
NIFTY   12100  CE   2021-01-07  rows= 2  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-01-07/NIFTY_12100_CE_07_JAN_21.csv
NIFTY   12150  CE   2021-01-07  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-01-07/NIFTY_12150_CE_07_JAN_21.csv
NIFTY   12200  CE   2021-01-07  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-01-07/NIFTY_12200_CE_07_JAN_21.csv
NIFTY   12250  CE   2021-01-07  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-01-07/NIFTY_12250_CE_07_JAN_21.csv
NIFTY   12300  CE   2021-01-07  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-01-07/NIFTY_12300_CE_07_JAN_21.csv
NIFTY   12400  CE   2021-01-07  rows= 4  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-01-07/NIFTY_12400_CE_07_JAN_21.csv
NIFTY   12450  CE   2021-01-07  rows= 2  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-01-07/NIFTY_12450_CE_07_JAN_21.csv
NIFTY   12650  CE   2021-01-07  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-01-07/NIFTY_12650_CE_07_JAN_21.csv
NIFTY   12950  CE   2021-01-07  rows= 3  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-01-07/NIFTY_12950_CE_07_JAN_21.csv
NIFTY   14900  PE   2021-01-07  rows= 2  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-01-07/NIFTY_14900_PE_07_JAN_21.csv
NIFTY   15050  PE   2021-01-07  rows= 2  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-01-07/NIFTY_15050_PE_07_JAN_21.csv
NIFTY   15150  PE   2021-01-07  rows= 2  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-01-07/NIFTY_15150_PE_07_JAN_21.csv
NIFTY   15200  PE   2021-01-07  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-01-07/NIFTY_15200_PE_07_JAN_21.csv
NIFTY   15300  PE   2021-01-07  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-01-07/NIFTY_15300_PE_07_JAN_21.csv
NIFTY   15350  PE   2021-01-07  rows= 2  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-01-07/NIFTY_15350_PE_07_JAN_21.csv
NIFTY   11200  CE   2021-01-14  rows= 3  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-01-14/NIFTY_11200_CE_14_JAN_21.csv
NIFTY   11400  CE   2021-01-14  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-01-14/NIFTY_11400_CE_14_JAN_21.csv
NIFTY   11450  CE   2021-01-14  rows= 4  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-01-14/NIFTY_11450_CE_14_JAN_21.csv
NIFTY   11500  CE   2021-01-14  rows= 2  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-01-14/NIFTY_11500_CE_14_JAN_21.csv
NIFTY   11600  CE   2021-01-14  rows= 2  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-01-14/NIFTY_11600_CE_14_JAN_21.csv
NIFTY   12100  CE   2021-01-14  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-01-14/NIFTY_12100_CE_14_JAN_21.csv
NIFTY   12300  CE   2021-01-14  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-01-14/NIFTY_12300_CE_14_JAN_21.csv
NIFTY   12400  CE   2021-01-14  rows= 4  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-01-14/NIFTY_12400_CE_14_JAN_21.csv
NIFTY   12450  CE   2021-01-14  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-01-14/NIFTY_12450_CE_14_JAN_21.csv
NIFTY   12550  CE   2021-01-14  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-01-14/NIFTY_12550_CE_14_JAN_21.csv
NIFTY   12650  CE   2021-01-14  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-01-14/NIFTY_12650_CE_14_JAN_21.csv
NIFTY   12750  CE   2021-01-14  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-01-14/NIFTY_12750_CE_14_JAN_21.csv
NIFTY   12850  CE   2021-01-14  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-01-14/NIFTY_12850_CE_14_JAN_21.csv
NIFTY   13150  CE   2021-01-14  rows= 5  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-01-14/NIFTY_13150_CE_14_JAN_21.csv
NIFTY   15450  PE   2021-01-14  rows= 5  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-01-14/NIFTY_15450_PE_14_JAN_21.csv
NIFTY   15600  PE   2021-01-14  rows= 3  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-01-14/NIFTY_15600_PE_14_JAN_21.csv
NIFTY   15650  PE   2021-01-14  rows= 2  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-01-14/NIFTY_15650_PE_14_JAN_21.csv
NIFTY   15700  PE   2021-01-14  rows= 2  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-01-14/NIFTY_15700_PE_14_JAN_21.csv
NIFTY   15800  PE   2021-01-14  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-01-14/NIFTY_15800_PE_14_JAN_21.csv
NIFTY   15850  PE   2021-01-14  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-01-14/NIFTY_15850_PE_14_JAN_21.csv
NIFTY   15900  PE   2021-01-14  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-01-14/NIFTY_15900_PE_14_JAN_21.csv
NIFTY   16000  PE   2021-01-14  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-01-14/NIFTY_16000_PE_14_JAN_21.csv
NIFTY   11750  CE   2021-01-21  rows= 2  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-01-21/NIFTY_11750_CE_21_JAN_21.csv
NIFTY   11900  CE   2021-01-21  rows= 3  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-01-21/NIFTY_11900_CE_21_JAN_21.csv
NIFTY   12150  CE   2021-01-21  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-01-21/NIFTY_12150_CE_21_JAN_21.csv
NIFTY   12350  PE   2021-01-21  rows= 5  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-01-21/NIFTY_12350_PE_21_JAN_21.csv
NIFTY   12400  CE   2021-01-21  rows= 4  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-01-21/NIFTY_12400_CE_21_JAN_21.csv
NIFTY   12700  CE   2021-01-21  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-01-21/NIFTY_12700_CE_21_JAN_21.csv
NIFTY   12900  CE   2021-01-21  rows= 2  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-01-21/NIFTY_12900_CE_21_JAN_21.csv
NIFTY   13050  CE   2021-01-21  rows= 2  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-01-21/NIFTY_13050_CE_21_JAN_21.csv
NIFTY   15350  PE   2021-01-21  rows= 4  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-01-21/NIFTY_15350_PE_21_JAN_21.csv
NIFTY   15800  PE   2021-01-21  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-01-21/NIFTY_15800_PE_21_JAN_21.csv
NIFTY   15850  PE   2021-01-21  rows= 2  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-01-21/NIFTY_15850_PE_21_JAN_21.csv
NIFTY   15900  PE   2021-01-21  rows= 2  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-01-21/NIFTY_15900_PE_21_JAN_21.csv
NIFTY   16100  PE   2021-01-21  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-01-21/NIFTY_16100_PE_21_JAN_21.csv
NIFTY   10600  CE   2021-01-28  rows= 5  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-01-28/NIFTY_10600_CE_28_JAN_21.csv
NIFTY   10650  PE   2021-01-28  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-01-28/NIFTY_10650_PE_28_JAN_21.csv
NIFTY   10700  CE   2021-01-28  rows= 3  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-01-28/NIFTY_10700_CE_28_JAN_21.csv
NIFTY   10750  CE   2021-01-28  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-01-28/NIFTY_10750_CE_28_JAN_21.csv
NIFTY   10900  CE   2021-01-28  rows= 4  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-01-28/NIFTY_10900_CE_28_JAN_21.csv
NIFTY   11550  PE   2021-01-28  rows= 3  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-01-28/NIFTY_11550_PE_28_JAN_21.csv
NIFTY   12150  CE   2021-01-28  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-01-28/NIFTY_12150_CE_28_JAN_21.csv
NIFTY   12250  CE   2021-01-28  rows= 2  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-01-28/NIFTY_12250_CE_28_JAN_21.csv
NIFTY   12450  CE   2021-01-28  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-01-28/NIFTY_12450_CE_28_JAN_21.csv
NIFTY   12550  CE   2021-01-28  rows= 4  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-01-28/NIFTY_12550_CE_28_JAN_21.csv
NIFTY   12650  CE   2021-01-28  rows= 5  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-01-28/NIFTY_12650_CE_28_JAN_21.csv
NIFTY   15550  PE   2021-01-28  rows= 3  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-01-28/NIFTY_15550_PE_28_JAN_21.csv
NIFTY   15650  PE   2021-01-28  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-01-28/NIFTY_15650_PE_28_JAN_21.csv
NIFTY   15750  PE   2021-01-28  rows= 5  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-01-28/NIFTY_15750_PE_28_JAN_21.csv
NIFTY   15850  PE   2021-01-28  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-01-28/NIFTY_15850_PE_28_JAN_21.csv
NIFTY   15950  PE   2021-01-28  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-01-28/NIFTY_15950_PE_28_JAN_21.csv
NIFTY   16100  PE   2021-01-28  rows= 2  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-01-28/NIFTY_16100_PE_28_JAN_21.csv
NIFTY   11650  CE   2021-02-04  rows= 3  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-02-04/NIFTY_11650_CE_04_FEB_21.csv
NIFTY   11700  CE   2021-02-04  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-02-04/NIFTY_11700_CE_04_FEB_21.csv
NIFTY   11750  CE   2021-02-04  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-02-04/NIFTY_11750_CE_04_FEB_21.csv
NIFTY   11800  CE   2021-02-04  rows= 3  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-02-04/NIFTY_11800_CE_04_FEB_21.csv
NIFTY   11850  CE   2021-02-04  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-02-04/NIFTY_11850_CE_04_FEB_21.csv
NIFTY   11900  CE   2021-02-04  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-02-04/NIFTY_11900_CE_04_FEB_21.csv
NIFTY   12050  CE   2021-02-04  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-02-04/NIFTY_12050_CE_04_FEB_21.csv
NIFTY   12250  CE   2021-02-04  rows= 2  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-02-04/NIFTY_12250_CE_04_FEB_21.csv
NIFTY   15850  PE   2021-02-04  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-02-04/NIFTY_15850_PE_04_FEB_21.csv
NIFTY   15950  PE   2021-02-04  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-02-04/NIFTY_15950_PE_04_FEB_21.csv
NIFTY   16100  PE   2021-02-04  rows= 3  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-02-04/NIFTY_16100_PE_04_FEB_21.csv
NIFTY   12000  CE   2021-02-11  rows= 4  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-02-11/NIFTY_12000_CE_11_FEB_21.csv
NIFTY   12400  CE   2021-02-11  rows= 3  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-02-11/NIFTY_12400_CE_11_FEB_21.csv
NIFTY   13100  CE   2021-02-11  rows= 5  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-02-11/NIFTY_13100_CE_11_FEB_21.csv
NIFTY   13250  CE   2021-02-11  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-02-11/NIFTY_13250_CE_11_FEB_21.csv
NIFTY   13350  CE   2021-02-11  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-02-11/NIFTY_13350_CE_11_FEB_21.csv
NIFTY   16050  PE   2021-02-11  rows= 4  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-02-11/NIFTY_16050_PE_11_FEB_21.csv
NIFTY   16150  PE   2021-02-11  rows= 2  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-02-11/NIFTY_16150_PE_11_FEB_21.csv
NIFTY   16250  PE   2021-02-11  rows= 2  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-02-11/NIFTY_16250_PE_11_FEB_21.csv
NIFTY   16400  PE   2021-02-11  rows= 2  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-02-11/NIFTY_16400_PE_11_FEB_21.csv
NIFTY   16450  PE   2021-02-11  rows= 2  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-02-11/NIFTY_16450_PE_11_FEB_21.csv
NIFTY   16500  PE   2021-02-11  rows= 2  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-02-11/NIFTY_16500_PE_11_FEB_21.csv
NIFTY   16550  PE   2021-02-11  rows= 2  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-02-11/NIFTY_16550_PE_11_FEB_21.csv
NIFTY   12000  CE   2021-02-18  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-02-18/NIFTY_12000_CE_18_FEB_21.csv
NIFTY   12200  CE   2021-02-18  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-02-18/NIFTY_12200_CE_18_FEB_21.csv
NIFTY   12250  CE   2021-02-18  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-02-18/NIFTY_12250_CE_18_FEB_21.csv
NIFTY   12400  CE   2021-02-18  rows= 3  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-02-18/NIFTY_12400_CE_18_FEB_21.csv
NIFTY   13100  CE   2021-02-18  rows= 2  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-02-18/NIFTY_13100_CE_18_FEB_21.csv
NIFTY   13250  CE   2021-02-18  rows= 2  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-02-18/NIFTY_13250_CE_18_FEB_21.csv
NIFTY   13400  CE   2021-02-18  rows= 4  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-02-18/NIFTY_13400_CE_18_FEB_21.csv
NIFTY   13550  CE   2021-02-18  rows= 4  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-02-18/NIFTY_13550_CE_18_FEB_21.csv
NIFTY   13750  CE   2021-02-18  rows= 2  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-02-18/NIFTY_13750_CE_18_FEB_21.csv
NIFTY   13850  CE   2021-02-18  rows= 2  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-02-18/NIFTY_13850_CE_18_FEB_21.csv
NIFTY   16150  PE   2021-02-18  rows= 4  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-02-18/NIFTY_16150_PE_18_FEB_21.csv
NIFTY   16250  PE   2021-02-18  rows= 2  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-02-18/NIFTY_16250_PE_18_FEB_21.csv
NIFTY   16350  PE   2021-02-18  rows= 2  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-02-18/NIFTY_16350_PE_18_FEB_21.csv
NIFTY   16400  PE   2021-02-18  rows= 4  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-02-18/NIFTY_16400_PE_18_FEB_21.csv
NIFTY   16450  PE   2021-02-18  rows= 2  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-02-18/NIFTY_16450_PE_18_FEB_21.csv
NIFTY   16600  PE   2021-02-18  rows= 2  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-02-18/NIFTY_16600_PE_18_FEB_21.csv
NIFTY   11650  CE   2021-02-25  rows= 3  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-02-25/NIFTY_11650_CE_25_FEB_21.csv
NIFTY   11750  CE   2021-02-25  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-02-25/NIFTY_11750_CE_25_FEB_21.csv
NIFTY   12050  CE   2021-02-25  rows= 3  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-02-25/NIFTY_12050_CE_25_FEB_21.csv
NIFTY   12150  CE   2021-02-25  rows= 2  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-02-25/NIFTY_12150_CE_25_FEB_21.csv
NIFTY   12250  CE   2021-02-25  rows= 4  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-02-25/NIFTY_12250_CE_25_FEB_21.csv
NIFTY   12450  CE   2021-02-25  rows= 2  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-02-25/NIFTY_12450_CE_25_FEB_21.csv
NIFTY   12750  CE   2021-02-25  rows= 3  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-02-25/NIFTY_12750_CE_25_FEB_21.csv
NIFTY   12850  CE   2021-02-25  rows= 2  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-02-25/NIFTY_12850_CE_25_FEB_21.csv
NIFTY   12950  CE   2021-02-25  rows= 2  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-02-25/NIFTY_12950_CE_25_FEB_21.csv
NIFTY   16150  PE   2021-02-25  rows= 3  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-02-25/NIFTY_16150_PE_25_FEB_21.csv
NIFTY   16350  PE   2021-02-25  rows= 2  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-02-25/NIFTY_16350_PE_25_FEB_21.csv
NIFTY   16450  PE   2021-02-25  rows= 2  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-02-25/NIFTY_16450_PE_25_FEB_21.csv
NIFTY   16550  PE   2021-02-25  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-02-25/NIFTY_16550_PE_25_FEB_21.csv
NIFTY   16600  PE   2021-02-25  rows= 4  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-02-25/NIFTY_16600_PE_25_FEB_21.csv
NIFTY   16750  PE   2021-02-25  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-02-25/NIFTY_16750_PE_25_FEB_21.csv
NIFTY   12200  CE   2021-03-04  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-03-04/NIFTY_12200_CE_04_MAR_21.csv
NIFTY   12400  CE   2021-03-04  rows= 3  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-03-04/NIFTY_12400_CE_04_MAR_21.csv
NIFTY   12450  CE   2021-03-04  rows= 2  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-03-04/NIFTY_12450_CE_04_MAR_21.csv
NIFTY   12500  CE   2021-03-04  rows= 5  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-03-04/NIFTY_12500_CE_04_MAR_21.csv
NIFTY   13550  CE   2021-03-04  rows= 1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-03-04/NIFTY_13550_CE_04_MAR_21.csv
NIFTY   16050  PE   2021-03-04  rows= 2  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-03-04/NIFTY_16050_PE_04_MAR_21.csv
NIFTY   16200  PE   2021-03-04  rows= 2  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-03-04/NIFTY_16200_PE_04_MAR_21.csv
