weekly,segment,name,exchange,expiry,instrument_type,asset_symbol,underlying_symbol,instrument_key,lot_size,freeze_quantity,exchange_token,minimum_lot,tick_size,asset_type,underlying_type,trading_symbol,strike_price,qty_multiplier,asset_key,underlying_key
False,BSE_FO,SENSEX,BSE,1893090599000.0,CE,SENSEX,SENSEX,BSE_FO|882696,20.0,1000.0,882696.0,20.0,5.0,INDEX,INDEX,SENSEX 73000 CE 27 DEC 29,73000.0,,BSE_INDEX|SENSEX,BSE_INDEX|SENSEX
False,NSE_FO,NBCC (INDIA) LIMITED,NSE,1782844199000.0,PE,NBCC,NBCC,NSE_FO|152870,6500.0,260000.0,152870.0,6500.0,1.0,EQUITY,EQUITY,NBCC 84 PE 30 JUN 26,84.0,1.0,NSE_EQ|INE095N01031,NSE_EQ|INE095N01031
False,NSE_FO,NBCC (INDIA) LIMITED,NSE,1782844199000.0,PE,NBCC,NBCC,NSE_FO|152874,6500.0,260000.0,152874.0,6500.0,1.0,EQUITY,EQUITY,NBCC 88 PE 30 JUN 26,88.0,1.0,NSE_EQ|INE095N01031,NSE_EQ|INE095N01031
False,NSE_FO,NBCC (INDIA) LIMITED,NSE,1782844199000.0,CE,NBCC,NBCC,NSE_FO|152873,6500.0,260000.0,152873.0,6500.0,1.0,EQUITY,EQUITY,NBCC 88 CE 30 JUN 26,88.0,1.0,NSE_EQ|INE095N01031,NSE_EQ|INE095N01031
False,NSE_FO,NBCC (INDIA) LIMITED,NSE,1782844199000.0,CE,NBCC,NBCC,NSE_FO|152875,6500.0,260000.0,152875.0,6500.0,1.0,EQUITY,EQUITY,NBCC 90 CE 30 JUN 26,90.0,1.0,NSE_EQ|INE095N01031,NSE_EQ|INE095N01031
False,NSE_FO,VEDANTA LIMITED,NSE,1785263399000.0,PE,VEDL,VEDL,NSE_FO|152836,1150.0,57500.0,152836.0,1150.0,5.0,EQUITY,EQUITY,VEDL 270 PE 28 JUL 26,270.0,1.0,NSE_EQ|INE205A01025,NSE_EQ|INE205A01025
False,NSE_FO,VEDANTA LIMITED,NSE,1785263399000.0,CE,VEDL,VEDL,NSE_FO|152835,1150.0,57500.0,152835.0,1150.0,5.0,EQUITY,EQUITY,VEDL 270 CE 28 JUL 26,270.0,1.0,NSE_EQ|INE205A01025,NSE_EQ|INE205A01025
False,NSE_FO,VEDANTA LIMITED,NSE,1785263399000.0,PE,VEDL,VEDL,NSE_FO|152838,1150.0,57500.0,152838.0,1150.0,5.0,EQUITY,EQUITY,VEDL 290 PE 28 JUL 26,290.0,1.0,NSE_EQ|INE205A01025,NSE_EQ|INE205A01025
False,NSE_FO,VEDANTA LIMITED,NSE,1785263399000.0,CE,VEDL,VEDL,NSE_FO|152837,1150.0,57500.0,152837.0,1150.0,5.0,EQUITY,EQUITY,VEDL 290 CE 28 JUL 26,290.0,1.0,NSE_EQ|INE205A01025,NSE_EQ|INE205A01025
False,NSE_FO,VEDANTA LIMITED,NSE,1785263399000.0,CE,VEDL,VEDL,NSE_FO|152839,1150.0,57500.0,152839.0,1150.0,5.0,EQUITY,EQUITY,VEDL 310 CE 28 JUL 26,310.0,1.0,NSE_EQ|INE205A01025,NSE_EQ|INE205A01025
False,BSE_FO,BANKEX,BSE,1785436199000.0,PE,BANKEX,BANKEX,BSE_FO|1137528,30.0,900.0,1137528.0,30.0,5.0,INDEX,INDEX,BANKEX 58100 PE 30 JUL 26,58100.0,,BSE_INDEX|BANKEX,BSE_INDEX|BANKEX
False,NSE_FO,VEDANTA LIMITED,NSE,1785263399000.0,CE,VEDL,VEDL,NSE_FO|152841,1150.0,57500.0,152841.0,1150.0,5.0,EQUITY,EQUITY,VEDL 330 CE 28 JUL 26,330.0,1.0,NSE_EQ|INE205A01025,NSE_EQ|INE205A01025
False,NSE_FO,VEDANTA LIMITED,NSE,1785263399000.0,PE,VEDL,VEDL,NSE_FO|152840,1150.0,57500.0,152840.0,1150.0,5.0,EQUITY,EQUITY,VEDL 310 PE 28 JUL 26,310.0,1.0,NSE_EQ|INE205A01025,NSE_EQ|INE205A01025
False,NSE_FO,VEDANTA LIMITED,NSE,1785263399000.0,CE,VEDL,VEDL,NSE_FO|152843,1150.0,57500.0,152843.0,1150.0,5.0,EQUITY,EQUITY,VEDL 350 CE 28 JUL 26,350.0,1.0,NSE_EQ|INE205A01025,NSE_EQ|INE205A01025
False,NSE_FO,VEDANTA LIMITED,NSE,1785263399000.0,PE,VEDL,VEDL,NSE_FO|152842,1150.0,57500.0,152842.0,1150.0,5.0,EQUITY,EQUITY,VEDL 330 PE 28 JUL 26,330.0,1.0,NSE_EQ|INE205A01025,NSE_EQ|INE205A01025
False,NSE_FO,VEDANTA LIMITED,NSE,1785263399000.0,CE,VEDL,VEDL,NSE_FO|152845,1150.0,57500.0,152845.0,1150.0,5.0,EQUITY,EQUITY,VEDL 370 CE 28 JUL 26,370.0,1.0,NSE_EQ|INE205A01025,NSE_EQ|INE205A01025
False,NSE_FO,VEDANTA LIMITED,NSE,1785263399000.0,PE,VEDL,VEDL,NSE_FO|152844,1150.0,57500.0,152844.0,1150.0,5.0,EQUITY,EQUITY,VEDL 350 PE 28 JUL 26,350.0,1.0,NSE_EQ|INE205A01025,NSE_EQ|INE205A01025
False,NSE_FO,VEDANTA LIMITED,NSE,1785263399000.0,CE,VEDL,VEDL,NSE_FO|152847,1150.0,57500.0,152847.0,1150.0,5.0,EQUITY,EQUITY,VEDL 390 CE 28 JUL 26,390.0,1.0,NSE_EQ|INE205A01025,NSE_EQ|INE205A01025
False,NSE_FO,VEDANTA LIMITED,NSE,1785263399000.0,PE,VEDL,VEDL,NSE_FO|152846,1150.0,57500.0,152846.0,1150.0,5.0,EQUITY,EQUITY,VEDL 370 PE 28 JUL 26,370.0,1.0,NSE_EQ|INE205A01025,NSE_EQ|INE205A01025
False,NSE_FO,VEDANTA LIMITED,NSE,1785263399000.0,CE,VEDL,VEDL,NSE_FO|152849,1150.0,57500.0,152849.0,1150.0,5.0,EQUITY,EQUITY,VEDL 410 CE 28 JUL 26,410.0,1.0,NSE_EQ|INE205A01025,NSE_EQ|INE205A01025
False,NSE_FO,VEDANTA LIMITED,NSE,1785263399000.0,PE,VEDL,VEDL,NSE_FO|152848,1150.0,57500.0,152848.0,1150.0,5.0,EQUITY,EQUITY,VEDL 390 PE 28 JUL 26,390.0,1.0,NSE_EQ|INE205A01025,NSE_EQ|INE205A01025
False,NSE_FO,VEDANTA LIMITED,NSE,1785263399000.0,PE,VEDL,VEDL,NSE_FO|152854,1150.0,57500.0,152854.0,1150.0,5.0,EQUITY,EQUITY,VEDL 410 PE 28 JUL 26,410.0,1.0,NSE_EQ|INE205A01025,NSE_EQ|INE205A01025
False,NSE_FO,NBCC (INDIA) LIMITED,NSE,1785263399000.0,CE,NBCC,NBCC,NSE_FO|127858,6500.0,260000.0,127858.0,6500.0,1.0,EQUITY,EQUITY,NBCC 99 CE 28 JUL 26,99.0,1.0,NSE_EQ|INE095N01031,NSE_EQ|INE095N01031
False,NSE_FO,NBCC (INDIA) LIMITED,NSE,1785263399000.0,PE,NBCC,NBCC,NSE_FO|127857,6500.0,260000.0,127857.0,6500.0,1.0,EQUITY,EQUITY,NBCC 97 PE 28 JUL 26,97.0,1.0,NSE_EQ|INE095N01031,NSE_EQ|INE095N01031
False,NSE_FO,NBCC (INDIA) LIMITED,NSE,1785263399000.0,PE,NBCC,NBCC,NSE_FO|127859,6500.0,260000.0,127859.0,6500.0,1.0,EQUITY,EQUITY,NBCC 99 PE 28 JUL 26,99.0,1.0,NSE_EQ|INE095N01031,NSE_EQ|INE095N01031
False,NSE_FO,NBCC (INDIA) LIMITED,NSE,1785263399000.0,CE,NBCC,NBCC,NSE_FO|127850,6500.0,260000.0,127850.0,6500.0,1.0,EQUITY,EQUITY,NBCC 91 CE 28 JUL 26,91.0,1.0,NSE_EQ|INE095N01031,NSE_EQ|INE095N01031
False,NSE_FO,NBCC (INDIA) LIMITED,NSE,1785263399000.0,CE,NBCC,NBCC,NSE_FO|127852,6500.0,260000.0,127852.0,6500.0,1.0,EQUITY,EQUITY,NBCC 93 CE 28 JUL 26,93.0,1.0,NSE_EQ|INE095N01031,NSE_EQ|INE095N01031
False,NSE_FO,NBCC (INDIA) LIMITED,NSE,1785263399000.0,PE,NBCC,NBCC,NSE_FO|127851,6500.0,260000.0,127851.0,6500.0,1.0,EQUITY,EQUITY,NBCC 91 PE 28 JUL 26,91.0,1.0,NSE_EQ|INE095N01031,NSE_EQ|INE095N01031
False,NSE_FO,NBCC (INDIA) LIMITED,NSE,1785263399000.0,CE,NBCC,NBCC,NSE_FO|127854,6500.0,260000.0,127854.0,6500.0,1.0,EQUITY,EQUITY,NBCC 95 CE 28 JUL 26,95.0,1.0,NSE_EQ|INE095N01031,NSE_EQ|INE095N01031
False,NSE_FO,NBCC (INDIA) LIMITED,NSE,1785263399000.0,PE,NBCC,NBCC,NSE_FO|127853,6500.0,260000.0,127853.0,6500.0,1.0,EQUITY,EQUITY,NBCC 93 PE 28 JUL 26,93.0,1.0,NSE_EQ|INE095N01031,NSE_EQ|INE095N01031
False,NSE_FO,NBCC (INDIA) LIMITED,NSE,1785263399000.0,CE,NBCC,NBCC,NSE_FO|127856,6500.0,260000.0,127856.0,6500.0,1.0,EQUITY,EQUITY,NBCC 97 CE 28 JUL 26,97.0,1.0,NSE_EQ|INE095N01031,NSE_EQ|INE095N01031
False,NSE_FO,NBCC (INDIA) LIMITED,NSE,1785263399000.0,PE,NBCC,NBCC,NSE_FO|127855,6500.0,260000.0,127855.0,6500.0,1.0,EQUITY,EQUITY,NBCC 95 PE 28 JUL 26,95.0,1.0,NSE_EQ|INE095N01031,NSE_EQ|INE095N01031
False,BSE_FO,SENSEX,BSE,1813861799000.0,CE,SENSEX,SENSEX,BSE_FO|882668,20.0,1000.0,882668.0,20.0,5.0,INDEX,INDEX,SENSEX 73000 CE 24 JUN 27,73000.0,,BSE_INDEX|SENSEX,BSE_INDEX|SENSEX
False,NSE_FO,NBCC (INDIA) LIMITED,NSE,1785263399000.0,PE,NBCC,NBCC,NSE_FO|127861,6500.0,260000.0,127861.0,6500.0,1.0,EQUITY,EQUITY,NBCC 101 PE 28 JUL 26,101.0,1.0,NSE_EQ|INE095N01031,NSE_EQ|INE095N01031
False,NSE_FO,NBCC (INDIA) LIMITED,NSE,1785263399000.0,CE,NBCC,NBCC,NSE_FO|127860,6500.0,260000.0,127860.0,6500.0,1.0,EQUITY,EQUITY,NBCC 101 CE 28 JUL 26,101.0,1.0,NSE_EQ|INE095N01031,NSE_EQ|INE095N01031
False,NSE_FO,NBCC (INDIA) LIMITED,NSE,1785263399000.0,CE,NBCC,NBCC,NSE_FO|127862,6500.0,260000.0,127862.0,6500.0,1.0,EQUITY,EQUITY,NBCC 103 CE 28 JUL 26,103.0,1.0,NSE_EQ|INE095N01031,NSE_EQ|INE095N01031
False,NSE_FO,NBCC (INDIA) LIMITED,NSE,1785263399000.0,PE,NBCC,NBCC,NSE_FO|127865,6500.0,260000.0,127865.0,6500.0,1.0,EQUITY,EQUITY,NBCC 103 PE 28 JUL 26,103.0,1.0,NSE_EQ|INE095N01031,NSE_EQ|INE095N01031
False,NSE_FO,LAURUS LABS LIMITED,NSE,1782844199000.0,CE,LAURUSLABS,LAURUSLABS,NSE_FO|113228,850.0,17000.0,113228.0,850.0,5.0,EQUITY,EQUITY,LAURUSLABS 1250 CE 30 JUN 26,1250.0,1.0,NSE_EQ|INE947Q01028,NSE_EQ|INE947Q01028
False,NSE_FO,LAURUS LABS LIMITED,NSE,1782844199000.0,PE,LAURUSLABS,LAURUSLABS,NSE_FO|113227,850.0,17000.0,113227.0,850.0,5.0,EQUITY,EQUITY,LAURUSLABS 1230 PE 30 JUN 26,1230.0,1.0,NSE_EQ|INE947Q01028,NSE_EQ|INE947Q01028
False,NSE_FO,LAURUS LABS LIMITED,NSE,1782844199000.0,PE,LAURUSLABS,LAURUSLABS,NSE_FO|113223,850.0,17000.0,113223.0,850.0,5.0,EQUITY,EQUITY,LAURUSLABS 1190 PE 30 JUN 26,1190.0,1.0,NSE_EQ|INE947Q01028,NSE_EQ|INE947Q01028
False,NSE_FO,LAURUS LABS LIMITED,NSE,1782844199000.0,CE,LAURUSLABS,LAURUSLABS,NSE_FO|113226,850.0,17000.0,113226.0,850.0,5.0,EQUITY,EQUITY,LAURUSLABS 1230 CE 30 JUN 26,1230.0,1.0,NSE_EQ|INE947Q01028,NSE_EQ|INE947Q01028
False,NSE_FO,LAURUS LABS LIMITED,NSE,1782844199000.0,PE,LAURUSLABS,LAURUSLABS,NSE_FO|113225,850.0,17000.0,113225.0,850.0,5.0,EQUITY,EQUITY,LAURUSLABS 1210 PE 30 JUN 26,1210.0,1.0,NSE_EQ|INE947Q01028,NSE_EQ|INE947Q01028
False,NSE_FO,ORACLE FIN SERV SOFT LTD.,NSE,1785263399000.0,PE,OFSS,OFSS,NSE_FO|127872,100.0,3000.0,127872.0,100.0,5.0,EQUITY,EQUITY,OFSS 8530 PE 28 JUL 26,8530.0,1.0,NSE_EQ|INE881D01027,NSE_EQ|INE881D01027
False,NSE_FO,LAURUS LABS LIMITED,NSE,1782844199000.0,CE,LAURUSLABS,LAURUSLABS,NSE_FO|113239,850.0,17000.0,113239.0,850.0,5.0,EQUITY,EQUITY,LAURUSLABS 1330 CE 30 JUN 26,1330.0,1.0,NSE_EQ|INE947Q01028,NSE_EQ|INE947Q01028
False,NSE_FO,LAURUS LABS LIMITED,NSE,1782844199000.0,PE,LAURUSLABS,LAURUSLABS,NSE_FO|113238,850.0,17000.0,113238.0,850.0,5.0,EQUITY,EQUITY,LAURUSLABS 1310 PE 30 JUN 26,1310.0,1.0,NSE_EQ|INE947Q01028,NSE_EQ|INE947Q01028
False,BSE_FO,SENSEX,BSE,1877365799000.0,CE,SENSEX,SENSEX,BSE_FO|882684,20.0,1000.0,882684.0,20.0,5.0,INDEX,INDEX,SENSEX 73000 CE 28 JUN 29,73000.0,,BSE_INDEX|SENSEX,BSE_INDEX|SENSEX
False,NSE_FO,LAURUS LABS LIMITED,NSE,1782844199000.0,PE,LAURUSLABS,LAURUSLABS,NSE_FO|113231,850.0,17000.0,113231.0,850.0,5.0,EQUITY,EQUITY,LAURUSLABS 1250 PE 30 JUN 26,1250.0,1.0,NSE_EQ|INE947Q01028,NSE_EQ|INE947Q01028
False,NSE_FO,LAURUS LABS LIMITED,NSE,1782844199000.0,CE,LAURUSLABS,LAURUSLABS,NSE_FO|113233,850.0,17000.0,113233.0,850.0,5.0,EQUITY,EQUITY,LAURUSLABS 1270 CE 30 JUN 26,1270.0,1.0,NSE_EQ|INE947Q01028,NSE_EQ|INE947Q01028
False,NSE_FO,LAURUS LABS LIMITED,NSE,1782844199000.0,CE,LAURUSLABS,LAURUSLABS,NSE_FO|113235,850.0,17000.0,113235.0,850.0,5.0,EQUITY,EQUITY,LAURUSLABS 1290 CE 30 JUN 26,1290.0,1.0,NSE_EQ|INE947Q01028,NSE_EQ|INE947Q01028
False,NSE_FO,LAURUS LABS LIMITED,NSE,1782844199000.0,PE,LAURUSLABS,LAURUSLABS,NSE_FO|113234,850.0,17000.0,113234.0,850.0,5.0,EQUITY,EQUITY,LAURUSLABS 1270 PE 30 JUN 26,1270.0,1.0,NSE_EQ|INE947Q01028,NSE_EQ|INE947Q01028
False,NSE_FO,LAURUS LABS LIMITED,NSE,1782844199000.0,CE,LAURUSLABS,LAURUSLABS,NSE_FO|113237,850.0,17000.0,113237.0,850.0,5.0,EQUITY,EQUITY,LAURUSLABS 1310 CE 30 JUN 26,1310.0,1.0,NSE_EQ|INE947Q01028,NSE_EQ|INE947Q01028
False,NSE_FO,LAURUS LABS LIMITED,NSE,1782844199000.0,PE,LAURUSLABS,LAURUSLABS,NSE_FO|113236,850.0,17000.0,113236.0,850.0,5.0,EQUITY,EQUITY,LAURUSLABS 1290 PE 30 JUN 26,1290.0,1.0,NSE_EQ|INE947Q01028,NSE_EQ|INE947Q01028
False,NSE_FO,LAURUS LABS LIMITED,NSE,1782844199000.0,PE,LAURUSLABS,LAURUSLABS,NSE_FO|113240,850.0,17000.0,113240.0,850.0,5.0,EQUITY,EQUITY,LAURUSLABS 1330 PE 30 JUN 26,1330.0,1.0,NSE_EQ|INE947Q01028,NSE_EQ|INE947Q01028
False,NSE_FO,LAURUS LABS LIMITED,NSE,1782844199000.0,CE,LAURUSLABS,LAURUSLABS,NSE_FO|113249,850.0,17000.0,113249.0,850.0,5.0,EQUITY,EQUITY,LAURUSLABS 1500 CE 30 JUN 26,1500.0,1.0,NSE_EQ|INE947Q01028,NSE_EQ|INE947Q01028
False,BSE_FO,FOCIT,BSE,1782412199000.0,CE,FOCIT,FOCIT,BSE_FO|1162518,45.0,1350.0,1162518.0,45.0,5.0,INDEX,INDEX,FOCIT 31250 CE 25 JUN 26,31250.0,,BSE_INDEX|FOCIT,BSE_INDEX|FOCIT
False,NSE_FO,LAURUS LABS LIMITED,NSE,1782844199000.0,PE,LAURUSLABS,LAURUSLABS,NSE_FO|113242,850.0,17000.0,113242.0,850.0,5.0,EQUITY,EQUITY,LAURUSLABS 1350 PE 30 JUN 26,1350.0,1.0,NSE_EQ|INE947Q01028,NSE_EQ|INE947Q01028
False,NSE_FO,LAURUS LABS LIMITED,NSE,1782844199000.0,CE,LAURUSLABS,LAURUSLABS,NSE_FO|113241,850.0,17000.0,113241.0,850.0,5.0,EQUITY,EQUITY,LAURUSLABS 1350 CE 30 JUN 26,1350.0,1.0,NSE_EQ|INE947Q01028,NSE_EQ|INE947Q01028
False,NSE_FO,LAURUS LABS LIMITED,NSE,1782844199000.0,PE,LAURUSLABS,LAURUSLABS,NSE_FO|113244,850.0,17000.0,113244.0,850.0,5.0,EQUITY,EQUITY,LAURUSLABS 1370 PE 30 JUN 26,1370.0,1.0,NSE_EQ|INE947Q01028,NSE_EQ|INE947Q01028
False,NSE_FO,LAURUS LABS LIMITED,NSE,1782844199000.0,CE,LAURUSLABS,LAURUSLABS,NSE_FO|113243,850.0,17000.0,113243.0,850.0,5.0,EQUITY,EQUITY,LAURUSLABS 1370 CE 30 JUN 26,1370.0,1.0,NSE_EQ|INE947Q01028,NSE_EQ|INE947Q01028
False,NSE_FO,LAURUS LABS LIMITED,NSE,1782844199000.0,PE,LAURUSLABS,LAURUSLABS,NSE_FO|113246,850.0,17000.0,113246.0,850.0,5.0,EQUITY,EQUITY,LAURUSLABS 1390 PE 30 JUN 26,1390.0,1.0,NSE_EQ|INE947Q01028,NSE_EQ|INE947Q01028
False,NSE_FO,LAURUS LABS LIMITED,NSE,1782844199000.0,CE,LAURUSLABS,LAURUSLABS,NSE_FO|113245,850.0,17000.0,113245.0,850.0,5.0,EQUITY,EQUITY,LAURUSLABS 1390 CE 30 JUN 26,1390.0,1.0,NSE_EQ|INE947Q01028,NSE_EQ|INE947Q01028
False,NSE_FO,LAURUS LABS LIMITED,NSE,1782844199000.0,PE,LAURUSLABS,LAURUSLABS,NSE_FO|113248,850.0,17000.0,113248.0,850.0,5.0,EQUITY,EQUITY,LAURUSLABS 1460 PE 30 JUN 26,1460.0,1.0,NSE_EQ|INE947Q01028,NSE_EQ|INE947Q01028
False,NSE_FO,LAURUS LABS LIMITED,NSE,1782844199000.0,CE,LAURUSLABS,LAURUSLABS,NSE_FO|113247,850.0,17000.0,113247.0,850.0,5.0,EQUITY,EQUITY,LAURUSLABS 1460 CE 30 JUN 26,1460.0,1.0,NSE_EQ|INE947Q01028,NSE_EQ|INE947Q01028
False,NSE_FO,DALMIA BHARAT LIMITED,NSE,1785263399000.0,PE,DALBHARAT,DALBHARAT,NSE_FO|86650,325.0,13000.0,86650.0,325.0,5.0,EQUITY,EQUITY,DALBHARAT 1860 PE 28 JUL 26,1860.0,1.0,NSE_EQ|INE00R701025,NSE_EQ|INE00R701025
False,NSE_FO,BAJAJ AUTO LIMITED,NSE,1782844199000.0,CE,BAJAJ-AUTO,BAJAJ-AUTO,NSE_FO|72008,75.0,2250.0,72008.0,75.0,5.0,EQUITY,EQUITY,BAJAJ-AUTO 9300 CE 30 JUN 26,9300.0,1.0,NSE_EQ|INE917I01010,NSE_EQ|INE917I01010
False,NSE_FO,BAJAJ AUTO LIMITED,NSE,1782844199000.0,PE,BAJAJ-AUTO,BAJAJ-AUTO,NSE_FO|72007,75.0,2250.0,72007.0,75.0,5.0,EQUITY,EQUITY,BAJAJ-AUTO 9100 PE 30 JUN 26,9100.0,1.0,NSE_EQ|INE917I01010,NSE_EQ|INE917I01010
False,NSE_FO,BAJAJ AUTO LIMITED,NSE,1782844199000.0,PE,BAJAJ-AUTO,BAJAJ-AUTO,NSE_FO|72009,75.0,2250.0,72009.0,75.0,5.0,EQUITY,EQUITY,BAJAJ-AUTO 9300 PE 30 JUN 26,9300.0,1.0,NSE_EQ|INE917I01010,NSE_EQ|INE917I01010
False,NSE_FO,BAJAJ AUTO LIMITED,NSE,1782844199000.0,CE,BAJAJ-AUTO,BAJAJ-AUTO,NSE_FO|72004,75.0,2250.0,72004.0,75.0,5.0,EQUITY,EQUITY,BAJAJ-AUTO 8900 CE 30 JUN 26,8900.0,1.0,NSE_EQ|INE917I01010,NSE_EQ|INE917I01010
False,NSE_FO,BAJAJ AUTO LIMITED,NSE,1782844199000.0,CE,BAJAJ-AUTO,BAJAJ-AUTO,NSE_FO|72006,75.0,2250.0,72006.0,75.0,5.0,EQUITY,EQUITY,BAJAJ-AUTO 9100 CE 30 JUN 26,9100.0,1.0,NSE_EQ|INE917I01010,NSE_EQ|INE917I01010
False,NSE_FO,BAJAJ AUTO LIMITED,NSE,1782844199000.0,PE,BAJAJ-AUTO,BAJAJ-AUTO,NSE_FO|72005,75.0,2250.0,72005.0,75.0,5.0,EQUITY,EQUITY,BAJAJ-AUTO 8900 PE 30 JUN 26,8900.0,1.0,NSE_EQ|INE917I01010,NSE_EQ|INE917I01010
False,NSE_FO,BAJAJ AUTO LIMITED,NSE,1782844199000.0,CE,BAJAJ-AUTO,BAJAJ-AUTO,NSE_FO|72002,75.0,2250.0,72002.0,75.0,5.0,EQUITY,EQUITY,BAJAJ-AUTO 8700 CE 30 JUN 26,8700.0,1.0,NSE_EQ|INE917I01010,NSE_EQ|INE917I01010
False,NSE_FO,SAMVRDHNA MTHRSN INTL LTD,NSE,1782844199000.0,CE,MOTHERSON,MOTHERSON,NSE_FO|47051,6150.0,184500.0,47051.0,6150.0,1.0,EQUITY,EQUITY,MOTHERSON 160 CE 30 JUN 26,160.0,1.0,NSE_EQ|INE775A01035,NSE_EQ|INE775A01035
False,NSE_FO,SAMVRDHNA MTHRSN INTL LTD,NSE,1782844199000.0,PE,MOTHERSON,MOTHERSON,NSE_FO|47050,6150.0,184500.0,47050.0,6150.0,1.0,EQUITY,EQUITY,MOTHERSON 154 PE 30 JUN 26,154.0,1.0,NSE_EQ|INE775A01035,NSE_EQ|INE775A01035
False,NSE_FO,SAMVRDHNA MTHRSN INTL LTD,NSE,1782844199000.0,CE,MOTHERSON,MOTHERSON,NSE_FO|47053,6150.0,184500.0,47053.0,6150.0,1.0,EQUITY,EQUITY,MOTHERSON 164 CE 30 JUN 26,164.0,1.0,NSE_EQ|INE775A01035,NSE_EQ|INE775A01035
False,NSE_FO,SAMVRDHNA MTHRSN INTL LTD,NSE,1782844199000.0,PE,MOTHERSON,MOTHERSON,NSE_FO|47052,6150.0,184500.0,47052.0,6150.0,1.0,EQUITY,EQUITY,MOTHERSON 160 PE 30 JUN 26,160.0,1.0,NSE_EQ|INE775A01035,NSE_EQ|INE775A01035
False,NSE_FO,SAMVRDHNA MTHRSN INTL LTD,NSE,1782844199000.0,CE,MOTHERSON,MOTHERSON,NSE_FO|47059,6150.0,184500.0,47059.0,6150.0,1.0,EQUITY,EQUITY,MOTHERSON 168 CE 30 JUN 26,168.0,1.0,NSE_EQ|INE775A01035,NSE_EQ|INE775A01035
False,NSE_FO,SAMVRDHNA MTHRSN INTL LTD,NSE,1782844199000.0,PE,MOTHERSON,MOTHERSON,NSE_FO|47054,6150.0,184500.0,47054.0,6150.0,1.0,EQUITY,EQUITY,MOTHERSON 164 PE 30 JUN 26,164.0,1.0,NSE_EQ|INE775A01035,NSE_EQ|INE775A01035
False,BSE_FO,FOCIT,BSE,1785436199000.0,PE,FOCIT,FOCIT,BSE_FO|1162574,45.0,1350.0,1162574.0,45.0,5.0,INDEX,INDEX,FOCIT 34250 PE 30 JUL 26,34250.0,,BSE_INDEX|FOCIT,BSE_INDEX|FOCIT
False,NSE_FO,BAJAJ AUTO LIMITED,NSE,1782844199000.0,CE,BAJAJ-AUTO,BAJAJ-AUTO,NSE_FO|72018,75.0,2250.0,72018.0,75.0,5.0,EQUITY,EQUITY,BAJAJ-AUTO 9700 CE 30 JUN 26,9700.0,1.0,NSE_EQ|INE917I01010,NSE_EQ|INE917I01010
False,NSE_FO,BAJAJ AUTO LIMITED,NSE,1782844199000.0,PE,BAJAJ-AUTO,BAJAJ-AUTO,NSE_FO|72017,75.0,2250.0,72017.0,75.0,5.0,EQUITY,EQUITY,BAJAJ-AUTO 9500 PE 30 JUN 26,9500.0,1.0,NSE_EQ|INE917I01010,NSE_EQ|INE917I01010
False,NSE_FO,BAJAJ AUTO LIMITED,NSE,1782844199000.0,CE,BAJAJ-AUTO,BAJAJ-AUTO,NSE_FO|72012,75.0,2250.0,72012.0,75.0,5.0,EQUITY,EQUITY,BAJAJ-AUTO 9500 CE 30 JUN 26,9500.0,1.0,NSE_EQ|INE917I01010,NSE_EQ|INE917I01010
False,NSE_FO,SAMVRDHNA MTHRSN INTL LTD,NSE,1782844199000.0,PE,MOTHERSON,MOTHERSON,NSE_FO|47047,6150.0,184500.0,47047.0,6150.0,1.0,EQUITY,EQUITY,MOTHERSON 150 PE 30 JUN 26,150.0,1.0,NSE_EQ|INE775A01035,NSE_EQ|INE775A01035
False,NSE_FO,SAMVRDHNA MTHRSN INTL LTD,NSE,1782844199000.0,CE,MOTHERSON,MOTHERSON,NSE_FO|47049,6150.0,184500.0,47049.0,6150.0,1.0,EQUITY,EQUITY,MOTHERSON 154 CE 30 JUN 26,154.0,1.0,NSE_EQ|INE775A01035,NSE_EQ|INE775A01035
False,NSE_FO,SAMVRDHNA MTHRSN INTL LTD,NSE,1782844199000.0,PE,MOTHERSON,MOTHERSON,NSE_FO|47044,6150.0,184500.0,47044.0,6150.0,1.0,EQUITY,EQUITY,MOTHERSON 146 PE 30 JUN 26,146.0,1.0,NSE_EQ|INE775A01035,NSE_EQ|INE775A01035
False,NSE_FO,DALMIA BHARAT LIMITED,NSE,1785263399000.0,CE,DALBHARAT,DALBHARAT,NSE_FO|86651,325.0,13000.0,86651.0,325.0,5.0,EQUITY,EQUITY,DALBHARAT 1900 CE 28 JUL 26,1900.0,1.0,NSE_EQ|INE00R701025,NSE_EQ|INE00R701025
False,NSE_FO,SAMVRDHNA MTHRSN INTL LTD,NSE,1782844199000.0,CE,MOTHERSON,MOTHERSON,NSE_FO|47043,6150.0,184500.0,47043.0,6150.0,1.0,EQUITY,EQUITY,MOTHERSON 146 CE 30 JUN 26,146.0,1.0,NSE_EQ|INE775A01035,NSE_EQ|INE775A01035
False,NSE_FO,SAMVRDHNA MTHRSN INTL LTD,NSE,1782844199000.0,CE,MOTHERSON,MOTHERSON,NSE_FO|47046,6150.0,184500.0,47046.0,6150.0,1.0,EQUITY,EQUITY,MOTHERSON 150 CE 30 JUN 26,150.0,1.0,NSE_EQ|INE775A01035,NSE_EQ|INE775A01035
